pid,assessed_value
2482,261513
2483,292124
2484,168486
2485,271712
2486,240348
2487,280099
2488,423472
2489,265278
2490,398998
2491,172038
2492,49982
2493,13325
2494,282637
2495,188576
2496,268164
2497,132363
2498,241301
2499,947534
2500,285560
2501,264634
2502,694215
2503,205513
2504,327468
2505,37537
2506,114350
2507,128695
2508,211952
2509,953303
2510,297821
2511,452748
2512,119416
2513,689467
2514,172631
2515,96857
2516,57722
2517,227122
2518,170252
2519,261859
2520,212032
2521,168907
2522,669411
2523,203677
2524,236780
2525,178038
2526,181248
2527,1363802
2528,559437
2529,279928
2530,65128
2531,130047
2532,306679
2533,532071
2534,161188
2535,333540
2536,381783
2537,240818
2538,457013
2539,258089
2540,77120
2541,223716
2542,381823
2543,174249
2544,198156
2545,24308
2546,231056
2547,175292
2548,137283
2549,275690
2550,13730
2551,75656
2552,49935
2553,256010
2554,312393
2555,167591
2556,453432
2557,259222
2558,1093229
2559,377850
2560,161299
2561,199976
2562,328680
2563,45592
2564,51892
2565,191060
2566,316266
2567,322084
2568,258434
2569,930392
2570,298766
2571,209429
2572,276676
2573,247905
2574,227560
2575,360535
2576,337897
2577,300602
2578,385295
2579,68664
2580,2525514
2581,54641
2582,274250
2583,75251
2584,190919
2585,299320
2586,192591
2587,60737
2588,302249
2589,366579
2590,229569
2591,65204
2592,403895
2593,202200
2594,40870
2595,41595
2596,314834
2597,685461
2598,329233
2599,254847
2600,421581
2601,139054
2602,421606
2603,242239
2604,88031
2605,189045
2606,366113
2607,353434
2608,439063
2609,197614
2610,1897154
2611,154771
2612,303682
2613,278848
2614,508573
2615,121237
2616,1316728
2617,571250
2618,977029
2619,346588
2620,188526
2621,313118
2622,181126
2623,558910
2624,371214
2625,294226
2626,291740
2627,621312
2628,356652
2629,83013
2630,778881
2631,175086
2632,243816
2633,443633
2634,400406
2635,124765
2636,344939
2637,143187
2638,241535
2639,252472
2640,169658
2641,1823325
2642,295626
2643,397500
2644,45678
2645,150772
2646,775679
2647,325755
2648,308191
2649,186756
2650,236443
2651,117825
2652,137987
2653,255745
2654,208575
2655,144945
2656,322850
2657,960392
2658,242452
2659,190209
2660,87785
2661,282257
2662,102409
2663,324131
2664,507075
2665,1940226
2666,657629
2667,378974
2668,132130
2669,581203
2670,150322
2671,1129748
2672,12637
2673,311295
2674,297164
2675,98957
2676,55122
2677,260186
2678,316414
2679,187938
2680,73904
2681,284808
2682,243966
2683,109289
2684,424133
2685,228323
2686,162394
2687,173039
2688,158721
2689,89667
2690,195463
2691,138620
2692,396695
2693,120085
2694,212318
2695,393418
2696,255510
2697,214424
2698,884781
2699,431563
2700,222116
2701,547359
2702,177747
2703,170240
2704,272253
2705,156533
2706,292013
2707,153640
2708,376182
2709,209158
2710,277660
2711,208567
2712,219062
2713,271730
2714,444911
2715,178234
2716,153965
2717,26502
2718,83698
2719,175815
2720,359146
2721,209138
2722,465219
2723,206716
2724,105268
2725,184909
2726,623030
2727,98837
2728,237397
2729,303862
2730,247040
2731,154071
2732,1499680
2733,317606
2734,287367
2735,192829
2736,323964
2737,746761
2738,199437
2739,193870
2740,153607
2741,265843
2742,354837
2743,780360
2744,147026
2745,573309
2746,36546
2747,120550
2748,80815
2749,373289
2750,194643
2751,598768
2752,985430
2753,203448
2754,21878
2755,109407
2756,319582
2757,238656
2758,387185
2759,222196
2760,169879
2761,380250
2762,319935
2763,872311
2764,327678
2765,426691
2766,345620
2767,505705
2768,133646
2769,328990
2770,322161
2771,68824
2772,1201406
2773,192581
2774,169670
2775,141341
2776,255615
2777,288917
2778,324204
2779,424643
2780,246239
2781,229388
2782,236633
2783,286350
2784,158323
2785,225701
2786,196425
2787,108685
2788,175437
2789,354879
2790,718964
2791,203860
2792,144023
2793,228569
2794,545617
2795,383904
2796,202901
2797,295150
2798,269870
2799,73089
2800,305804
2801,295640
2802,350113
2803,138920
2804,329766
2805,249150
2806,186515
2807,377769
2808,104597
2809,167703
2810,90900
2811,31292
2812,331720
2813,249170
2814,264515
2815,1287256
2816,450188
2817,291432
2818,230905
2819,309401
2820,117252
2821,294502
2822,269236
2823,273302
2824,185242
2825,21176
2826,29700
2827,361208
2828,481852
2829,223148
2830,185237
2831,286868
2832,177905
2833,230613
2834,648554
2835,593621
2836,84471
2837,1132345
2838,334129
2839,318856
2840,222823
2841,282640
2842,51717
2843,239638
2844,56176
2845,29222
2846,71926
2847,145452
2848,379665
2849,382170
2850,327376
2851,242703
2852,320061
2853,403722
2854,374493
2855,240580
2856,293724
2857,989498
2858,194397
2859,102067
2860,501244
2861,145688
2862,46238
2863,260198
2864,152642
2865,166378
2866,521387
2867,495272
2868,258556
2869,322670
2870,122548
2871,52205
2872,175667
2873,470670
2874,250752
2875,70111
2876,218388
2877,150557
2878,359679
2879,147572
2880,307115
2881,185778
2882,192386
2883,272913
2884,581764
2885,513474
2886,88078
2887,370854
2888,39199
2889,167774
2890,296051
2891,148682
2892,285614
2893,131653
2894,619735
2895,559206
2896,200484
2897,131711
2898,282718
2899,345458
2900,1380279
2901,285553
2902,969681
2903,149814
2904,430779
2905,429331
2906,1001528
2907,551791
2908,325633
2909,185615
2910,400819
2911,479055
2912,96070
2913,253833
2914,108737
2915,518082
2916,131376
2917,194835
2918,117378
2919,25273
2920,53487
2921,126989
2922,211089
2923,126138
2924,66103
2925,569832
2926,224442
2927,144566
2928,144700
2929,421071
2930,426850
2931,156368
2932,498404
2933,64675
2934,78307
2935,375571
2936,241170
2937,153293
2938,348900
2939,111425
2940,1248184
2941,500865
2942,344399
2943,304489
2944,267815
2945,178962
2946,357846
2947,115900
2948,207869
2949,69836
2950,339707
2951,192661
2952,234938
2953,239920
2954,1090429
2955,172125
2956,136659
2957,213257
2958,265639
2959,56989
2960,872122
2961,126653
2962,221052
2963,138108
2964,404652
2965,247827
2966,956940
2967,295995
2968,118135
2969,46775
2970,100801
2971,68584
2972,61873
2973,879240
2974,761862
2975,263717
2976,232303
2977,241759
2978,138584
2979,32606
2980,34037
2981,31506
2982,396693
2983,345491
2984,209483
2985,813526
2986,973477
2987,342168
2988,442739
2989,222232
2990,294187
2991,186633
2992,121180
2993,64260
2994,205182
2995,488913
2996,149686
2997,820801
2998,104748
2999,161023
3000,28650
3001,180101
3002,41426
3003,174735
3004,308073
3005,211603
3006,131970
3007,153779
3008,244158
3009,345425
3010,289381
3011,174987
3012,180695
3013,403107
3014,220861
3015,621044
3016,262496
3017,445133
3018,352692
3019,869633
3020,473381
3021,199894
3022,126083
3023,276586
3024,248979
3025,216330
3026,117362
3027,140144
3028,175526
3029,273454
3030,488275
3031,219943
3032,228180
3033,354206
3034,115938
3035,427373
3036,623410
3037,181683
3038,103136
3039,157945
3040,398648
3041,147513
3042,118158
3043,169740
3044,1858721
3045,205635
3046,579879
3047,303149
3048,147618
3049,289710
3050,218923
3051,392324
3052,734546
3053,375881
3054,129324
3055,97466
3056,267325
3057,206220
3058,198457
3059,346750
3060,460268
3061,138254
3062,89907
3063,258607
3064,146754
3065,602612
3066,222122
3067,926772
3068,718853
3069,216026
3070,81279
3071,330517
3072,71586
3073,208069
3074,163005
3075,234679
3076,240947
3077,1849767
3078,193885
3079,197849
3080,147672
3081,286234
3082,203444
3083,357271
3084,344342
3085,336411
3086,402968
3087,102768
3088,689577
3089,109292
3090,305824
3091,147357
3092,219903
3093,304375
3094,197245
3095,249591
3096,877486
3097,48934
3098,53383
3099,194712
3100,234546
3101,1008150
3102,185046
3103,627874
3104,169169
3105,290706
3106,154002
3107,511299
3108,1192505
3109,359314
3110,357988
3111,766091
3112,821164
3113,151031
3114,294826
3115,183278
3116,36270
3117,106668
3118,227956
3119,483573
3120,1061840
3121,233254
3122,400486
3123,138849
3124,217696
3125,371676
3126,320458
3127,383265
3128,101854
3129,190641
3130,270978
3131,69439
3132,119502
3133,263252
3134,207284
3135,176870
3136,553383
3137,873030
3138,396226
3139,435047
3140,222981
3141,74181
3142,613300
3143,177565
3144,279752
3145,566829
3146,235818
3147,702314
3148,916503
3149,243760
3150,158553
3151,434971
3152,200785
3153,318913
3154,53351
3155,268678
3156,278802
3157,83931
3158,170009
3159,100623
3160,85642
3161,772989
3162,425578
3163,171729
3164,174949
3165,211685
3166,256303
3167,292573
3168,52617
3169,308488
3170,600802
3171,691442
3172,308722
3173,123615
3174,311154
3175,75393
3176,296155
3177,306776
3178,183629
3179,323291
3180,1399053
3181,1131592
3182,122918
3183,723240
3184,317120
3185,1249056
3186,457475
3187,255810
3188,66899
3189,201145
3190,78420
3191,417727
3192,187128
3193,170270
3194,225386
3195,227804
3196,128602
3197,157157
3198,85279
3199,278889
3200,520291
3201,64088
3202,267245
3203,147647
3204,67654
3205,390274
3206,175234
3207,210840
3208,244121
3209,525232
3210,200783
3211,54640
3212,296503
3213,376087
3214,122369
3215,308761
3216,71478
3217,317353
3218,101119
3219,377605
3220,85921
3221,218084
3222,136607
3223,135361
3224,744506
3225,427714
3226,266162
3227,1705428
3228,249438
3229,279560
3230,425892
3231,1084834
3232,356584
3233,67161
3234,160492
3235,233487
3236,623569
3237,414429
3238,138066
3239,677567
3240,1110069
3241,411063
3242,75881
3243,242573
3244,142193
3245,244568
3246,409555
3247,163600
3248,340148
3249,269997
3250,36603
3251,376354
3252,300322
3253,498221
3254,185472
3255,102406
3256,526106
3257,637299
3258,181369
3259,274597
3260,241137
3261,142996
3262,442082
3263,53206
3264,314231
3265,332993
3266,1418545
3267,347281
3268,119782
3269,577086
3270,916403
3271,448577
3272,87902
3273,232002
3274,293496
3275,1646885
3276,705215
3277,202994
3278,602934
3279,253417
3280,226128
3281,175261
3282,278686
3283,257906
3284,271506
3285,295583
3286,197314
3287,213471
3288,293744
3289,35721
3290,497683
3291,989850
3292,109819
3293,399449
3294,245989
3295,264213
3296,158911
3297,252145
3298,672020
3299,314261
3300,438766
3301,330233
3302,190615
3303,284145
3304,317306
3305,828233
3306,213577
3307,301629
3308,171429
3309,344976
3310,96858
3311,67051
3312,170290
3313,249406
3314,222058
3315,85642
3316,348560
3317,229866
3318,254659
3319,327156
3320,174763
3321,149068
3322,349223
3323,131526
3324,143408
3325,1131924
3326,213539
3327,92385
3328,413532
3329,208886
3330,53373
3331,197172
3332,150157
3333,164690
3334,108932
3335,402183
3336,201004
3337,269749
3338,334792
3339,279146
3340,173113
3341,76362
3342,215715
3343,136992
3344,25484
3345,138049
3346,1406743
3347,489622
3348,379333
3349,81050
3350,228280
3351,1776382
3352,389817
3353,137065
3354,197413
3355,89922
3356,359254
3357,44321
3358,301132
3359,1185305
3360,427587
3361,264009
3362,187880
3363,166976
3364,173908
3365,245526
3366,156135
3367,158493
3368,279570
3369,304001
3370,786778
3371,299839
3372,283305
3373,959352
3374,137970
3375,174507
3376,154179
3377,155976
3378,100251
3379,116103
3380,138778
3381,291067
3382,239340
3383,168726
3384,287520
3385,135577
3386,331701
3387,895040
3388,629111
3389,156996
3390,339587
3391,336668
3392,191398
3393,37207
3394,296361
3395,231321
3396,246988
3397,214066
3398,95513
3399,189443
3400,259336
3401,860070
3402,1266992
3403,243054
3404,23191
3405,234510
3406,171310
3407,86112
3408,221374
3409,373317
3410,221738
3411,172664
3412,49186
3413,461951
3414,391036
3415,261948
3416,577922
3417,440253
3418,201847
3419,482552
3420,1124426
3421,167890
3422,200745
3423,260740
3424,96264
3425,498072
3426,374974
3427,174695
3428,298074
3429,22681
3430,295902
3431,220427
3432,78474
3433,864275
3434,609213
3435,147119
3436,915256
3437,181482
3438,570290
3439,82265
3440,89566
3441,356844
3442,421784
3443,195592
3444,245376
3445,246520
3446,1042615
3447,579122
3448,131272
3449,92702
3450,185426
3451,135355
3452,291632
3453,90223
3454,978339
3455,434133
3456,409469
3457,213381
3458,208592
3459,270423
3460,237702
3461,141165
3462,69583
3463,226400
3464,361722
3465,147183
3466,86370
3467,882981
3468,132135
3469,339036
3470,204948
3471,332581
3472,475060
3473,213734
3474,162814
3475,208561
3476,408488
3477,103619
3478,371486
3479,395909
3480,154096
3481,56815
3482,126373
3483,204883
3484,282531
3485,288484
3486,128868
3487,221162
3488,165209
3489,479815
3490,827210
3491,1149972
3492,192430
3493,31060
3494,631323
3495,248503
3496,140436
3497,112258
3498,146120
3499,647834
3500,165229
3501,436244
3502,198526
3503,303875
3504,279329
3505,339325
3506,108595
3507,169258
3508,277104
3509,175258
3510,212557
3511,133775
3512,88826
3513,253253
3514,89224
3515,139389
3516,307026
3517,42871
3518,106265
3519,252002
3520,140822
3521,445783
3522,145175
3523,127764
3524,166467
3525,126991
3526,539061
3527,47853
3528,122294
3529,289330
3530,274893
3531,170177
3532,204771
3533,264438
3534,327192
3535,126158
3536,270365
3537,45791
3538,267355
3539,362654
3540,486957
3541,352497
3542,153037
3543,135977
3544,87055
3545,111180
3546,208883
3547,164691
3548,168711
3549,356435
3550,304097
3551,152654
3552,313580
3553,627022
3554,190709
3555,226256
3556,14963
3557,157116
3558,122831
3559,243620
3560,400032
3561,561561
3562,63032
3563,408565
3564,303102
3565,277803
3566,162392
3567,341811
3568,140763
3569,1423898
3570,260561
3571,285022
3572,324200
3573,435577
3574,184106
3575,94385
3576,214878
3577,268912
3578,32756
3579,43706
3580,838446
3581,2124236
3582,241958
3583,425844
3584,324311
3585,127610
3586,221364
3587,368598
3588,991028
3589,294755
3590,98502
3591,276111
3592,127290
3593,46703
3594,2557193
3595,22172
3596,293028
3597,105390
3598,1045097
3599,482761
3600,722961
3601,121791
3602,89287
3603,461179
3604,307474
3605,217451
3606,116366
3607,808760
3608,417683
3609,209649
3610,665518
3611,295513
3612,1205434
3613,83469
3614,398002
3615,486738
3616,178701
3617,483554
3618,658325
3619,300015
3620,303225
3621,142286
3622,85219
3623,316334
3624,280026
3625,541615
3626,209695
3627,332090
3628,176139
3629,107900
3630,764417
3631,212301
3632,105709
3633,268595
3634,228511
3635,226654
3636,427193
3637,164384
3638,103517
3639,39483
3640,66605
3641,104797
3642,455194
3643,340953
3644,110148
3645,489097
3646,375863
3647,281381
3648,284352
3649,67778
3650,221081
3651,419091
3652,443584
3653,89541
3654,80420
3655,298891
3656,170796
3657,220657
3658,190045
3659,355651
3660,127081
3661,233620
3662,545819
3663,206806
3664,65210
3665,392922
3666,223135
3667,638717
3668,1460744
3669,277814
3670,339861
3671,174641
3672,372765
3673,246196
3674,159494
3675,201532
3676,131795
3677,224413
3678,172234
3679,213493
3680,667788
3681,1226071
3682,209867
3683,250383
3684,199368
3685,528603
3686,92777
3687,72989
3688,119215
3689,136211
3690,528580
3691,228770
3692,273519
3693,304953
3694,120627
3695,198523
3696,145763
3697,170954
3698,34214
3699,75544
3700,312045
3701,343444
3702,401265
3703,373122
3704,1177634
3705,309279
3706,267581
3707,141196
3708,895524
3709,395824
3710,264348
3711,282664
3712,291520
3713,315222
3714,359995
3715,919843
3716,729324
3717,414094
3718,1071869
3719,75743
3720,254630
3721,368193
3722,71350
3723,204884
3724,181082
3725,403422
3726,254360
3727,334230
3728,401275
3729,635730
3730,32196
3731,131235
3732,443530
3733,49583
3734,208321
3735,279187
3736,1239051
3737,208923
3738,658069
3739,633725
3740,92842
3741,414763
3742,176635
3743,67674
3744,171168
3745,381088
3746,265343
3747,244777
3748,303290
3749,188920
3750,103164
3751,403619
3752,294605
3753,79636
3754,313014
3755,126325
3756,315136
3757,1514992
3758,276581
3759,436038
3760,448359
3761,155361
3762,347252
3763,223428
3764,445717
3765,185069
3766,240188
3767,687821
3768,48686
3769,198136
3770,1485458
3771,105825
3772,219598
3773,193454
3774,978088
3775,338411
3776,122070
3777,50742
3778,235401
3779,594410
3780,230648
3781,696471
3782,330472
3783,893075
3784,285813
3785,456346
3786,409362
3787,269599
3788,231984
3789,253408
3790,140011
3791,301576
3792,150551
3793,174166
3794,147789
3795,266564
3796,135818
3797,317107
3798,508700
3799,163726
3800,268299
3801,283887
3802,94972
3803,114204
3804,129793
3805,161364
3806,553973
3807,340047
3808,256064
3809,290135
3810,547752
3811,164167
3812,241445
3813,879246
3814,57582
3815,33508
3816,329598
3817,53970
3818,1019173
3819,245974
3820,140128
3821,287262
3822,307397
3823,395907
3824,322700
3825,170161
3826,162241
3827,448143
3828,1084155
3829,371883
3830,321285
3831,123458
3832,254445
3833,310327
3834,189770
3835,115610
3836,178606
3837,294806
3838,315125
3839,247385
3840,330022
3841,173574
3842,297385
3843,311749
3844,292782
3845,693915
3846,1988596
3847,147344
3848,96346
3849,444484
3850,104352
3851,367017
3852,292842
3853,31367
3854,717604
3855,593411
3856,434645
3857,102521
3858,198119
3859,616504
3860,272510
3861,1281278
3862,55734
3863,401080
3864,103100
3865,59735
3866,585744
3867,221329
3868,862353
3869,187105
3870,229573
3871,84081
3872,89541
3873,535652
3874,61860
3875,363643
3876,65657
3877,127196
3878,37483
3879,343738
3880,57874
3881,202482
3882,158601
3883,223314
3884,500573
3885,790507
3886,159912
3887,277538
3888,71499
3889,201953
3890,86333
3891,605331
3892,184023
3893,206893
3894,202249
3895,276102
3896,284310
3897,69827
3898,1547754
3899,265717
3900,223074
3901,75358
3902,186359
3903,350562
3904,658777
3905,776353
3906,268051
3907,120254
3908,322694
3909,229699
3910,348598
3911,165804
3912,150528
3913,513762
3914,575182
3915,121200
3916,114416
3917,149562
3918,116269
3919,296384
3920,162401
3921,70406
3922,141324
3923,469389
3924,1389142
3925,78736
3926,634029
3927,390095
3928,117737
3929,437551
3930,203656
3931,162392
3932,303728
3933,248482
3934,68145
3935,354754
3936,103409
3937,469537
3938,198323
3939,451326
3940,177949
3941,158726
3942,216940
3943,329342
3944,373400
3945,460633
3946,485691
3947,884602
3948,225421
3949,90274
3950,300664
3951,380583
3952,136433
3953,10000
3954,694295
3955,317324
3956,317079
3957,380090
3958,262931
3959,462024
3960,339424
3961,171457
3962,199860
3963,450457
3964,160779
3965,30566
3966,440022
3967,1343179
3968,258234
3969,304382
3970,336441
3971,410479
3972,662734
3973,363012
3974,548000
3975,79380
3976,128127
3977,231760
3978,238048
3979,778199
3980,304321
3981,391668
3982,457268
3983,1001954
3984,316998
3985,1150472
3986,224796
3987,587888
3988,181866
3989,835211
3990,88277
3991,314748
3992,171816
3993,284443
3994,267906
3995,212225
3996,165926
3997,224960
3998,66613
3999,193381
4000,871143
4001,459707
4002,19178
4003,45870
4004,48787
4005,307106
4006,205926
4007,328304
4008,242010
4009,770697
4010,132431
4011,333666
4012,1304810
4013,351255
4014,342326
4015,1292380
4016,895141
4017,123320
4018,27513
4019,330472
4020,380017
4021,150248
4022,84887
4023,219689
4024,429331
4025,376171
4026,178693
4027,552779
4028,868947
4029,167149
4030,1102708
4031,284440
4032,578964
4033,375997
4034,327960
4035,941249
4036,21162
4037,2138245
4038,216724
4039,239174
4040,93518
4041,147505
4042,209966
4043,264974
4044,274170
4045,130838
4046,158826
4047,281850
4048,273862
4049,305894
4050,213614
4051,464456
4052,323450
4053,687064
4054,257991
4055,277656
4056,306741
4057,192685
4058,290489
4059,190006
4060,277460
4061,191961
4062,421782
4063,412065
4064,361743
4065,34877
4066,119143
4067,229229
4068,157903
4069,242679
4070,346735
4071,1646922
4072,195128
4073,127360
4074,66712
4075,695422
4076,280723
4077,99626
4078,216554
4079,138085
4080,99291
4081,229175
4082,155367
4083,534756
4084,385769
4085,97579
4086,318968
4087,300857
4088,257853
4089,1383626
4090,187118
4091,228739
4092,364975
4093,256494
4094,255906
4095,1007028
4096,348967
4097,380279
4098,78376
4099,300972
4100,292714
4101,757503
4102,37103
4103,273511
4104,603227
4105,210898
4106,274941
4107,141547
4108,507528
4109,316871
4110,30762
4111,232247
4112,408467
4113,370416
4114,315341
4115,150956
4116,862875
4117,323982
4118,13645
4119,339848
4120,75562
4121,396730
4122,152669
4123,89198
4124,295013
4125,457549
4126,459294
4127,125960
4128,130414
4129,316966
4130,686777
4131,347394
4132,356539
4133,963772
4134,201425
4135,324360
4136,228815
4137,492194
4138,100742
4139,147243
4140,140469
4141,108563
4142,331603
4143,693995
4144,306203
4145,301463
4146,182716
4147,217512
4148,403071
4149,243225
4150,43300
4151,423188
4152,814135
4153,250246
4154,72125
4155,303727
4156,1504516
4157,589543
4158,244928
4159,192925
4160,28654
4161,230370
4162,42005
4163,371512
4164,255521
4165,407393
4166,783635
4167,379067
4168,392317
4169,334562
4170,39777
4171,136542
4172,967803
4173,342158
4174,270793
4175,176529
4176,200214
4177,37142
4178,208164
4179,982856
4180,93335
4181,27436
4182,265351
4183,275586
4184,552989
4185,501066
4186,98176
4187,157485
4188,182794
4189,281143
4190,130458
4191,187847
4192,176819
4193,129837
4194,547058
4195,373820
4196,262432
4197,681560
4198,515486
4199,173584
4200,352341
4201,201163
4202,2513822
4203,308637
4204,311592
4205,280585
4206,112652
4207,76059
4208,125232
4209,434743
4210,172414
4211,193134
4212,22735
4213,516435
4214,159987
4215,141266
4216,246962
4217,178980
4218,269606
4219,391429
4220,767654
4221,175853
4222,153162
4223,270063
4224,159860
4225,165738
4226,251326
4227,603145
4228,100524
4229,57577
4230,282805
4231,278432
4232,523321
4233,308522
4234,374408
4235,439077
4236,279306
4237,759015
4238,252671
4239,131517
4240,131895
4241,54777
4242,246852
4243,473287
4244,236584
4245,341975
4246,91755
4247,643365
4248,198641
4249,279301
4250,108577
4251,109149
4252,227359
4253,465783
4254,348804
4255,175500
4256,217209
4257,355630
4258,171239
4259,146833
4260,157909
4261,266149
4262,741825
4263,107373
4264,184161
4265,254567
4266,269878
4267,711601
4268,517941
4269,173676
4270,194265
4271,429406
4272,509930
4273,32288
4274,284249
4275,146396
4276,124195
4277,306618
4278,208707
4279,179860
4280,377791
4281,246378
4282,96880
4283,105146
4284,260548
4285,1563967
4286,712764
4287,425628
4288,182396
4289,112499
4290,333326
4291,410655
4292,422741
4293,253773
4294,309132
4295,24157
4296,226185
4297,136591
4298,350658
4299,113955
4300,20345
4301,247835
4302,215942
4303,375628
4304,371314
4305,430840
4306,364037
4307,302326
4308,899278
4309,152962
4310,347635
4311,291011
4312,187022
4313,77822
4314,243908
4315,136182
4316,130219
4317,80229
4318,156799
4319,224917
4320,174205
4321,172754
4322,213958
4323,127261
4324,277885
4325,438149
4326,511764
4327,465797
4328,78010
4329,255996
4330,178729
4331,206215
4332,560202
4333,246820
4334,1063697
4335,136909
4336,302103
4337,963220
4338,61713
4339,908903
4340,454785
4341,99902
4342,102404
4343,384990
4344,167525
4345,228678
4346,164355
4347,293939
4348,262164
4349,225525
4350,68432
4351,288286
4352,349486
4353,300963
4354,267301
4355,266688
4356,106687
4357,946285
4358,308937
4359,158709
4360,249643
4361,306490
4362,490602
4363,670421
4364,203593
4365,160626
4366,159576
4367,69498
4368,110806
4369,1305369
4370,92891
4371,271224
4372,459374
4373,160305
4374,162061
4375,400495
4376,166890
4377,132203
4378,222550
4379,309395
4380,237494
4381,393688
4382,265637
4383,244853
4384,240455
4385,483993
4386,417095
4387,193035
4388,492350
4389,1703370
4390,706822
4391,387578
4392,399299
4393,129122
4394,122613
4395,273890
4396,121545
4397,130033
4398,388716
4399,257842
4400,320999
4401,217032
4402,248843
4403,331607
4404,263687
4405,205624
4406,246814
4407,168869
4408,276269
4409,335328
4410,181477
4411,614861
4412,211051
4413,102386
4414,263026
4415,64172
4416,208497
4417,390769
4418,59187
4419,110878
4420,55592
4421,233379
4422,216698
4423,283667
4424,1214907
4425,182805
4426,31984
4427,189948
4428,2155637
4429,194050
4430,1220760
4431,394516
4432,352461
4433,389950
4434,317562
4435,415549
4436,250067
4437,291621
4438,148106
4439,1019708
4440,152339
4441,49867
4442,344604
4443,43741
4444,204162
4445,44445
4446,508583
4447,647631
4448,222749
4449,388886
4450,2366065
4451,152126
4452,352692
4453,238683
4454,328339
4455,597966
4456,461169
4457,130576
4458,252566
4459,241157
4460,66034
4461,459340
4462,452993
4463,505308
4464,190832
4465,551357
4466,324004
4467,357651
4468,224955
4469,431100
4470,310234
4471,192880
4472,302172
4473,347140
4474,125405
4475,361283
4476,413739
4477,144469
4478,115381
4479,538537
4480,316855
4481,169220
4482,134128
4483,265114
4484,35865
4485,116811
4486,755004
4487,319201
4488,1466454
4489,767075
4490,127351
4491,397808
4492,271525
4493,280204
4494,184638
4495,241192
4496,457174
4497,62294
4498,252495
4499,186039
4500,238069
4501,178941
4502,293241
4503,276809
4504,516296
4505,204025
4506,577081
4507,586375
4508,580456
4509,127491
4510,127936
4511,138064
4512,236602
4513,202709
4514,361908
4515,337081
4516,127031
4517,184739
4518,122974
4519,315674
4520,68113
4521,90448
4522,260411
4523,690948
4524,259767
4525,216825
4526,264089
4527,167701
4528,661927
4529,11814
4530,197819
4531,260370
4532,508000
4533,286295
4534,348053
4535,272379
4536,1708554
4537,268758
4538,397996
4539,531754
4540,84512
4541,192124
4542,144573
4543,217736
4544,271614
4545,88988
4546,187395
4547,202557
4548,310297
4549,539235
4550,589005
4551,274694
4552,200442
4553,1783800
4554,325542
4555,139533
4556,264804
4557,229126
4558,250239
4559,215426
4560,40286
4561,239254
4562,197769
4563,194608
4564,780613
4565,151437
4566,209326
4567,223610
4568,80212
4569,105251
4570,71753
4571,537898
4572,210097
4573,74985
4574,53155
4575,218259
4576,142003
4577,25237
4578,33066
4579,543769
4580,849937
4581,1933662
4582,185802
4583,119708
4584,226909
4585,229603
4586,45555
4587,138553
4588,41193
4589,416806
4590,68426
4591,129748
4592,362999
4593,539199
4594,215087
4595,108723
4596,434588
4597,185167
4598,120298
4599,248826
4600,630305
4601,467685
4602,259914
4603,188829
4604,372758
4605,933734
4606,140010
4607,303684
4608,328772
4609,143668
4610,165529
4611,140828
4612,176917
4613,407369
4614,461416
4615,301290
4616,98929
4617,171967
4618,231364
4619,143279
4620,751820
4621,233237
4622,275214
4623,881517
4624,451771
4625,214220
4626,1418563
4627,47003
4628,1004602
4629,104930
4630,141858
4631,125170
4632,621935
4633,165671
4634,234934
4635,195788
4636,195185
4637,1006238
4638,522506
4639,364677
4640,20868
4641,210049
4642,190465
4643,99296
4644,343153
4645,253188
4646,519783
4647,290338
4648,284486
4649,927971
4650,366410
4651,196010
4652,349194
4653,536747
4654,114379
4655,174462
4656,519898
4657,36521
4658,62543
4659,164897
4660,301133
4661,99420
4662,55842
4663,238522
4664,555957
4665,116743
4666,171726
4667,181052
4668,591307
4669,235641
4670,915938
4671,219778
4672,174500
4673,355801
4674,126451
4675,533522
4676,86060
4677,266387
4678,138860
4679,394050
4680,249015
4681,104988
4682,344122
4683,213579
4684,257614
4685,302582
4686,138415
4687,63889
4688,354523
4689,184423
4690,189112
4691,1462044
4692,686602
4693,274036
4694,155957
4695,198276
4696,123670
4697,505696
4698,206322
4699,378661
4700,630614
4701,146093
4702,333603
4703,41928
4704,227954
4705,259345
4706,402464
4707,124791
4708,209051
4709,262287
4710,119353
4711,215201
4712,157922
4713,205493
4714,334799
4715,797644
4716,483676
4717,106143
4718,185413
4719,208459
4720,304053
4721,189444
4722,294460
4723,154968
4724,482638
4725,1009959
4726,98629
4727,266202
4728,377047
4729,325967
4730,17017
4731,10000
4732,180594
4733,153253
4734,122265
4735,303643
4736,1031523
4737,603616
4738,174093
4739,38533
4740,201173
4741,170372
4742,147484
4743,210393
4744,555929
4745,810334
4746,244924
4747,148445
4748,127711
4749,225682
4750,192705
4751,219934
4752,819342
4753,163773
4754,218812
4755,291448
4756,230260
4757,199331
4758,34961
4759,106532
4760,248555
4761,159473
4762,57686
4763,211422
4764,198837
4765,131637
4766,218625
4767,724770
4768,147992
4769,378266
4770,350559
4771,189923
4772,336930
4773,389620
4774,650760
4775,371998
4776,294884
4777,270026
4778,253013
4779,1138160
4780,272213
4781,207615
4782,455102
4783,192041
4784,896351
4785,251410
4786,209794
4787,297100
4788,326281
4789,148388
4790,129071
4791,2331558
4792,16006
4793,564642
4794,92988
4795,501414
4796,149470
4797,131785
4798,194353
